Название;Ссылка;Информация;Изображение
МОДУЛЬНЫЙ РЮКЗАК ТРАНСФОРМЕР;https://www.napartner.ru/s/onfrontpro/;Размер инвестиций: 300 000 р.Условия: 30 %Срок окупаемости: 3 мес. Спортивные товары Россия, Москва;https://www.napartner.ru/images/startup/cbb06cb275de7671e9d075290112ae2c.jpg
Parizone - биржа споров;https://www.napartner.ru/s/parizone/;Размер инвестиций: 6 р.Условия: 80 %Срок окупаемости: 36 мес. Ставки Россия, Москва;https://www.napartner.ru/images/startup/ddc69b77f5bf379433d512474a5222f6.png
Инновационные щетки со встроенным электроподогревом;https://www.napartner.ru/startup/11875;Размер инвестиций: 5 000 000 р.Условия: 20 %Срок окупаемости: 24 мес. Нанотехнология Россия, Москва;https://www.napartner.ru/images/startup/9531c4532b99904e197e9f8c7fa184da.jpg
Aromafox - продажа тестеров парфюмерии;https://www.napartner.ru/startup/11867;Размер инвестиций: 300 000 р.Условия: 20 %Срок окупаемости: 12 мес. Косметика Россия;https://www.napartner.ru/images/startup/1c695527654dcfdcdbd4e5f3d659619c.jpg
Создание автокемпинга для караванеров в г. Сочи;https://www.napartner.ru/startup/11856;Размер инвестиций: 5 900 000 р.Условия: 40 %Срок окупаемости: 16 мес. Туризм;https://www.napartner.ru/images/startup/982201274a63c7dd5163d9f7c9334adc.jpg
Стартап-проект маркетплейс кондитерских и домашних кондитеров;https://www.napartner.ru/s/more/;Размер инвестиций: 300 000 р.Условия: 40 %Срок окупаемости: 6 мес. E-commerce Россия, Москва;https://www.napartner.ru/images/startup/76d9dce4bf3569b3538ba75e3c326d93.png
Создание эталона автоматического управления светодиодным освещением;https://www.napartner.ru/s/houseclever/;Размер инвестиций: 30 000 000 р.Условия: 49 %Срок окупаемости: 24 мес. Железо / Гаджеты;https://www.napartner.ru/images/startup/dc58618cad96ed1aface89a58562950a.gif
Компания «CyberTourist»;https://www.napartner.ru/startup/11840;Размер инвестиций: 10 000 000 р.Условия: 49 %Срок окупаемости: 18 мес. Загородная Россия, Москва;https://www.napartner.ru/images/startup/9dd9fde16db1eb9fae5fcaeb9f661634.png
Транспортно-экспедиционная компания;https://www.napartner.ru/startup/11821;Условия: 40 %Срок окупаемости: 36 мес. Автомобильный / Железнодорожный Россия, Пятигорск;https://www.napartner.ru/images/startup/ededee4ff6f8fcf8b960d2b2592d3aa8.png
Спортивно-развлекательный батутный центр;https://www.napartner.ru/s/batut/;Размер инвестиций: 5 000 000 р.Условия: 80 %Срок окупаемости: 19 мес. Аттракционы Россия, Тамбов;https://www.napartner.ru/images/startup/41652273ec93829e3e858b1b76af9a6f.jpg
Ищем инвестиции в автосалон/ автоломбард;https://www.napartner.ru/startup/11817;Размер инвестиций: 500 000 р.Условия: 50 %Срок окупаемости: 10 мес. Автомобили / мотоциклы Россия, Москва;https://www.napartner.ru/images/startup/db711f88a412ec93155314912a8ab0eb.png
Агро-эко туризм;https://www.napartner.ru/startup/11809;Размер инвестиций: 50 000 000 р.Условия: 50 %Срок окупаемости: 24 мес. Туризм Россия, Сочи;https://www.napartner.ru/images/startup/265ee3899ae997754752b943bb5de617.jpg
Главный Калибр;https://www.napartner.ru/s/MGuns/;Размер инвестиций: 2 500 000 р.Условия: 40 %Срок окупаемости: 24 мес. Игры Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/59a303979ed1a7a07d35f3d8a538220b.jpg
Служба вызова и выбора такси без диспетчера 5минут;https://www.napartner.ru/s/5minut/;Размер инвестиций: 5 000 000 р.Условия: 30 %Срок окупаемости: 12 мес. SaaS Россия, Москва;https://www.napartner.ru/images/startup/0f1cc8070aeb064742e3329ffc5ff46e.jpg
Производство Домов на Колесах;https://www.napartner.ru/startup/11777;Размер инвестиций: 12 500 000 р.Условия: 30 %Срок окупаемости: 6 мес. Строительное Россия, Нижний Новгород;https://www.napartner.ru/images/startup/0e7504259b7044df297bd36636cdb1cd.png
Betnbed;https://www.napartner.ru/s/betnbed/;Размер инвестиций: 6 000 000 р.Условия: 20 %Срок окупаемости: 18 мес. E-commerce Россия, Тамбов;https://www.napartner.ru/images/startup/fca77136e93d7222c8eb43d982aeedce.png
Создание экспортно ориентированного производства по глубокой переработке рапса в Тутаевском районе Ярославской области;https://www.napartner.ru/s/andrianov/;Размер инвестиций: 32 100 000 р.Условия: 50 %Срок окупаемости: 44 мес. Растениеводство Россия, Тутаев;https://www.napartner.ru/images/startup/7c88bf7de5f759c54c607cffc6ebecc2.jpg
Эпигенетическая космецевтика  нанотехнологии, биотехнологии в области эстетической медицины;https://www.napartner.ru/startup/11748;Размер инвестиций: 200 000 $Условия: 25 %Срок окупаемости: 18 мес. Медицинская Россия, Москва;https://www.napartner.ru/images/startup/ee0a2f8de02e2d35c505ff3464531268.jpg
Сеть пельменных;https://www.napartner.ru/s/pelmeni/;Размер инвестиций: 12 000 000 р.Условия: 50 %Срок окупаемости: 12 мес. Рестораны/Клубы Россия, Москва;https://www.napartner.ru/images/startup/f13f486c766ca98f696d3b5e293cc545.jpg
"Pathologic ( ""Мор (Утопия)"" )";https://www.napartner.ru/startup/11723;Размер инвестиций: 600 000 $Срок окупаемости: 24 мес. Игры Россия, Москва;https://www.napartner.ru/images/startup/68ccf1f24ef4a7f502102eee3d11c0d6.jpg
Производство по изготовлению и монтажу каркасно модульных зданий;https://www.napartner.ru/startup/11722;Размер инвестиций: 5 500 000 р.Условия: 51 %Срок окупаемости: 12 мес. Строительное Россия, Оренбург;https://www.napartner.ru/images/startup/e9cc02dd05c2c3f88a120fdbe6b9d666.jpg
Торговля запчастями, аксессуарами и инструментами для ремонта мобильных устройств;https://www.napartner.ru/startup/11711;Размер инвестиций: 2 000 000 р.Условия: 35 %Срок окупаемости: 12 мес. Оборудование Россия, Ульяновск;https://www.napartner.ru/images/startup/b1b74e44904a4cdd109a3e7cd9f7c28b.jpg
1С: fortech - Комплекс 1С-услуг для бизнеса.;https://www.napartner.ru/startup/11701;Размер инвестиций: 400 000 р.Условия: 33 %Срок окупаемости: 12 мес. Софт Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/4b306bf5962587a39324c5c52ce37ba1.jpg
Пиццерия с доставкой в Красногорске;https://www.napartner.ru/startup/11694;Размер инвестиций: 1 200 000 р.Условия: 50 %Срок окупаемости: 12 мес. Рестораны/Клубы Россия, Москва;https://www.napartner.ru/images/startup/108d93097401534adfe227285a5b5a4e.jpg
Smart Guard;https://www.napartner.ru/startup/11681;Размер инвестиций: 5 000 000 р.Условия: 60 %Срок окупаемости: 24 мес. Спортивные товары Россия, Воронеж;https://www.napartner.ru/images/startup/e3741f62184ce9ea9d09a4f433c06cca.jpg
Dolce Vita Cupcake;https://www.napartner.ru/s/dvcupcake/;Размер инвестиций: 500 000 р.Условия: 25 %Срок окупаемости: 24 мес. Пищевое Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/59414ed9934f860fc97c97dfbdc54e4e.jpg
Автоматические компактные ворота;https://www.napartner.ru/startup/11667;Размер инвестиций: 1 240 000 р.Условия: 50 %Срок окупаемости: 24 мес. Строительное Россия, Москва;https://www.napartner.ru/images/startup/f1517cd0d9efe1a41f2fcdf1cb323147.jpg
Органайзеры для косметики;https://www.napartner.ru/s/komodiki/;Размер инвестиций: 12 500 000 р.Условия: 35 %Срок окупаемости: 12 мес. Мебель Россия, Москва;https://www.napartner.ru/images/startup/8992a6ebae6c769cea27ff385942fc8d.jpg
"Сеть веганского фастфуда ""MonkeyFood""";https://www.napartner.ru/startup/11659;Размер инвестиций: 42 000 $Условия: 25 %Срок окупаемости: 28 мес. Рестораны/Клубы Беларусь, Минск;https://www.napartner.ru/images/startup/37b9fc0e0c7213fe77d4a02b4573dc77.jpg
Harita Hookah;https://www.napartner.ru/startup/11656;Размер инвестиций: 3 000 000 р.Условия: 25 %Срок окупаемости: 12 мес. Ювелирное Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/c1e9a56933e65358841775ac7eec3cb3.jpg
"Сервис живого общения ""LiveContact""";https://www.napartner.ru/startup/11650;Размер инвестиций: 500 000 р.Условия: 49 %Срок окупаемости: 12 мес. E-commerce Россия;https://www.napartner.ru/images/startup/d94c76f92ee1c968543ee1ff8d845909.jpg
MoveMe;https://www.napartner.ru/s/moveme/;Размер инвестиций: 2 000 000 р.Условия: 20 %Срок окупаемости: 8 мес. Автомобильный / Железнодорожный Россия, Москва;https://www.napartner.ru/images/startup/1333b881b8616c6995e78a35dbf63485.png
Malina Consulting;https://www.napartner.ru/s/malinaconsulting/;Размер инвестиций: 1 080 000 р.Условия: 30 %Срок окупаемости: 12 мес. Аутсорсинг Россия, Иваново;https://www.napartner.ru/images/startup/26e1fe102659bf998c6e155d9012db77.png
"Анимационный сериал ""На старт. Внимание. Марс!"" и одноименный лицензионный бренд";https://www.napartner.ru/startup/11638;Размер инвестиций: 5 000 000 р.Условия: 49 %Срок окупаемости: 24 мес. Entertainment-бизнес Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/8715866681df8e242fb98a77e8df1ac5.jpg
Boomler - магазин скидок и бонусов  в туриндустрии;https://www.napartner.ru/s/boomler/;Размер инвестиций: 2 500 000 р.Условия: 30 %Срок окупаемости: 48 мес. Туризм Россия, Москва;https://www.napartner.ru/images/startup/d705d6aabf8425e725b8b09526042eaf.jpg
Производство узлов производственных линий с ЧПУ;https://www.napartner.ru/s/cncnodes/;Размер инвестиций: 10 000 000 р.Условия: 20 %Срок окупаемости: 12 мес. Строительное Россия, Москва;https://www.napartner.ru/images/startup/efdd960d49810330d379ded8a8dfe409.jpg
Coin Minery;https://www.napartner.ru/s/cmi/;Размер инвестиций: 1 000 000 $Срок окупаемости: 18 мес. Cloud computing Россия, Чита;https://www.napartner.ru/images/startup/7b6c397325918c53cce8267956ed7d99.png
Разработка игр для мобильных устройств.;https://www.napartner.ru/s/togglegames/;Размер инвестиций: 6 000 000 р.Условия: 10 %Срок окупаемости: 12 мес. Игры Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/f2c19a26837f1ca369c9cb2ca840405e.png
Изготовление стильных светильников на заказ из любой фотографии или изображения.;https://www.napartner.ru/s/photoillum/;Размер инвестиций: 6 000 000 р.Условия: 40 %Срок окупаемости: 19 мес. Полиграфическое Россия, Ижевск;https://www.napartner.ru/images/startup/a415148aaf95de0a1622c1d86d8121fa.jpg
Промышленные теплицы 6-го поколения. полная светокультура ( выращивание без солнечного света);https://www.napartner.ru/s/teplica6/;Размер инвестиций: 40 000 000 р.Условия: 60 %Срок окупаемости: 13 мес. Растениеводство Россия;https://www.napartner.ru/images/startup/b6595cf3298d357b3edba60460c31f3b.jpg
Столярная мастерская Romanoff;https://www.napartner.ru/startup/11570;Размер инвестиций: 2 200 000 р.Условия: 30 %Срок окупаемости: 36 мес. Мебельное Россия, Волгоград;https://www.napartner.ru/images/startup/58887c2d13cf1365196b3fd9127110ae.jpg
Производство ванн из дерева;https://www.napartner.ru/startup/11537;Размер инвестиций: 11 000 000 р.Условия: 50 %Срок окупаемости: 18 мес. Строительное Россия, Москва;https://www.napartner.ru/images/startup/3eee1162206ed38e1b6d58b126eb47a3.jpg
Oder.Pro;https://www.napartner.ru/s/Oder_pro/;Размер инвестиций: 30 000 000 р.Условия: 30 %Срок окупаемости: 36 мес. Мобильные сервисы Россия, Новосибирск;https://www.napartner.ru/images/startup/8b80bcdb17cd7bf14ef64e3014eba91d.png
"Апарт-Отель ""Иркутские Берега""";https://www.napartner.ru/s/irkberega/;Размер инвестиций: 4 000 000 р.Условия: 10 %Срок окупаемости: 43 мес. Туризм Россия, Иркутск;https://www.napartner.ru/images/startup/104ae087aba225a045ef2d3466d7f393.jpg
X3000   Профессиональная   Химчистка автомобилей;https://www.napartner.ru/startup/11457;Размер инвестиций: 3 500 000 р.Условия: 65 %Срок окупаемости: 12 мес. Автомобильный / Железнодорожный Россия, Москва;https://www.napartner.ru/images/startup/6904a234123776aafb209c2450e93f25.jpg
Get in Line - сервис онлайн-записи;https://www.napartner.ru/s/getinlinerus/;Размер инвестиций: 100 000 $Условия: 30 %Срок окупаемости: 18 мес. SaaS Россия, Новосибирск;https://www.napartner.ru/images/startup/1b8c6bf3d3fb3760082f86b6473c2358.jpg
мебельный магазин;https://www.napartner.ru/startup/11441;Размер инвестиций: 1 500 000 р.Условия: 50 %Срок окупаемости: 12 мес. Мебель Россия, Астрахань;https://www.napartner.ru/images/startup/2dc0d0966377a086003495b096f04fce.png
FestHelfer- Первый аукцион банкетов и мероприятий;https://www.napartner.ru/s/festhelfer/;Размер инвестиций: 40 000 000 р.Условия: 50 %Срок окупаемости: 27 мес. Веб-приложения Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/6b056591bd5118523e227e44f4f7379c.jpg
он-лайн тренировки и фитнес-марафон;https://www.napartner.ru/s/hudeilenivo/;Размер инвестиций: 2 500 000 р.Условия: 25 %Срок окупаемости: 12 мес. E-Learning Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/efbbaf568ff22fd6bdee2e87acc17671.jpg
Tagvisor;https://www.napartner.ru/s/Tagvisor/;Размер инвестиций: 45 000 000 р.Условия: 25 %Срок окупаемости: 24 мес. Entertainment-бизнес Россия, Екатеринбург;https://www.napartner.ru/images/startup/d4b9126ff80363af1fe19c78abce4ee7.jpg
Анкета24;https://www.napartner.ru/s/anketa24/;Размер инвестиций: 300 000 $Условия: 40 %Срок окупаемости: 18 мес. SaaS Россия, Москва;https://www.napartner.ru/images/startup/68719bc3460d0209c9e2a7f2beb8ba8f.png
Всероссийская торговая интернет-площадка;https://www.napartner.ru/startup/11272;Размер инвестиций: 7 200 000 р.Условия: 50 %Срок окупаемости: 18 мес. E-commerce Россия, Москва;https://www.napartner.ru/images/startup/2bbd56a9cb62e8d44399e624a1d610c4.jpg
Интернет-магазин готовых инженерных решений;https://www.napartner.ru/s/dobrovent/;Размер инвестиций: 111 000 $Условия: 30 %Срок окупаемости: 12 мес. Дома / дачи / бани Россия, Москва;https://www.napartner.ru/images/startup/75e32dd6e88e2343dc567de97743e1a3.png
Simformer.com - онлайн платформа для практического обучения бизнес-навыкам.;https://www.napartner.ru/s/simformer/;Размер инвестиций: 500 000 $Условия: 15 %Срок окупаемости: 24 мес. E-Learning Россия, Москва;https://www.napartner.ru/images/startup/e58cd5b6ef85b7f3f1fa3d51c56ee8c4.jpg
HELPERS - сервис домашних помощников;https://www.napartner.ru/s/hlprs/;Размер инвестиций: 1 324 400 р.Условия: 50 %Срок окупаемости: 24 мес. Бытовые услуги Россия, Воронеж;https://www.napartner.ru/images/startup/7028bb87c0e3d0e4b357958c4c22c9b4.png
Автоматический конвейерный автомоечный комплекс;https://www.napartner.ru/startup/10334;Размер инвестиций: 56 000 000 р.Условия: 35 %Срок окупаемости: 47 мес. Автосервис / автошкола Россия, Москва;https://www.napartner.ru/images/startup/e8d92d2f8ff4957fb8196c03bbef2d6c.jpg
drinkeat - готовим быстро;https://www.napartner.ru/s/drinkeat/;Размер инвестиций: 300 000 р.Условия: 40 %Срок окупаемости: 18 мес. Поисковые сервисы Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/0e362f694b42d0fc364981fa62f06a6d.jpg
сеть пельменных в России и за рубежом;https://www.napartner.ru/startup/6580;Размер инвестиций: 10 000 000 р.Условия: 50 %Срок окупаемости: 21 мес. Рестораны/Клубы Россия, Москва;https://www.napartner.ru/images/startup/6580.jpg
